id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,referencia,cep,subprefeitura,endereco_completo,endereco_geocode,lat,lng,geocode_status
5082-2,Quinta Feira,Tradicional,Rua,Pde Alarico Zacarias,S/N,Vila Maria Luiza,Av. Heitor a Eiras Garcia 2678,05371-020,Butantã,"Rua Pde Alarico Zacarias, Vila Maria Luiza","Rua Pde Alarico Zacarias, Vila Maria Luiza, São Paulo - SP, 05371-020",,,
5083-0,Quinta Feira,Tradicional,Rua,Ananai,241,Vila Nova Curaca,Pt Final On V N Curuca,08032-370,Itaim Paulista,"Rua Ananai, 241, Vila Nova Curaca","Rua Ananai, 241, Vila Nova Curaca, São Paulo - SP, 08032-370",,,
5084-9,Quinta Feira,Tradicional,Rua,Belchior Felix,S/N,Pq Fig Grande,Port 029/96,04914-120,M'Boi Mirim,"Rua Belchior Felix, Pq Fig Grande","Rua Belchior Felix, Pq Fig Grande, São Paulo - SP, 04914-120",,,
5085-7,Quinta Feira,Tradicional,Rua,Hermenegildo Gois Parente,110,Jardim Lisboa,Tv Es Velha Mogi das Cruzes,03678-000,Ermelino Matarazzo,"Rua Hermenegildo Gois Parente, 110, Jardim Lisboa","Rua Hermenegildo Gois Parente, 110, Jardim Lisboa, São Paulo - SP, 03678-000",,,
5086-5,Quinta Feira,Tradicional,Rua,Colonial do Irai,250,Jardim Maggi,,02982-110,Pirituba/Jaraguá,"Rua Colonial do Irai, 250, Jardim Maggi","Rua Colonial do Irai, 250, Jardim Maggi, São Paulo - SP, 02982-110",,,
5088-1,Quinta Feira,Tradicional,Rua,Professor Joao de Lorenzo,S/N,Jardim São Jorge,Proximo Cemiterio Israelita,05567-010,Butantã,"Rua Professor Joao de Lorenzo, Jardim São Jorge","Rua Professor Joao de Lorenzo, Jardim São Jorge, São Paulo - SP, 05567-010",,,
5092-0,Quinta Feira,Tradicional,Rua,Vistosa de Madre de Deus,51,Jardim Noemia,ALT.N.11074 Av.marechal Tito,08180-110,São Miguel,"Rua Vistosa de Madre de Deus, 51, Jardim Noemia","Rua Vistosa de Madre de Deus, 51, Jardim Noemia, São Paulo - SP, 08180-110",,,
5093-8,Quinta Feira,Tradicional,Rua,Capitão Jose Leite,723,Vila Matilde,Pc Sebastiao Andrade,03510-010,Penha,"Rua Capitão Jose Leite, 723, Vila Matilde","Rua Capitão Jose Leite, 723, Vila Matilde, São Paulo - SP, 03510-010",,,
5096-2,Quinta Feira,Tradicional,Avenida,Carlos Alberto Bastos Machado,S/N,Cocaia,Est.cocaia -grupo Escolar,04856-080,Capela do Socorro,"Avenida Carlos Alberto Bastos Machado, Cocaia","Avenida Carlos Alberto Bastos Machado, Cocaia, São Paulo - SP, 04856-080",,,
5098-9,Quinta Feira,Tradicional,Rua,Silvio Torres,S/N,Itaquera Cohab I,Esq R Alcides Jorge,03589-010,Penha,"Rua Silvio Torres, Itaquera Cohab I","Rua Silvio Torres, Itaquera Cohab I, São Paulo - SP, 03589-010",,,
5099-7,Quinta Feira,Tradicional,Avenida,Lourival Fontes,342,Jardim Planalto,Jardim Planalto Vila Prudente,03983-010,Sapopemba,"Avenida Lourival Fontes, 342, Jardim Planalto","Avenida Lourival Fontes, 342, Jardim Planalto, São Paulo - SP, 03983-010",,,
5103-9,Quinta Feira,Tradicional,Rua,Doutor Ignacio Proenca Gouveia,1031,Pq Peruche,Tv Rua Armando Coelho,02534-010,Casa Verde/Cachoeirinha,"Rua Doutor Ignacio Proenca Gouveia, 1031, Pq Peruche","Rua Doutor Ignacio Proenca Gouveia, 1031, Pq Peruche, São Paulo - SP, 02534-010",,,
5104-7,Quinta Feira,Tradicional,Rua,Honorio Emiliano Bueno,155,Ponte Raza,Alto da Ponte Raza,03884-100,Ermelino Matarazzo,"Rua Honorio Emiliano Bueno, 155, Ponte Raza","Rua Honorio Emiliano Bueno, 155, Ponte Raza, São Paulo - SP, 03884-100",,,
5105-5,Quinta Feira,Tradicional,Rua,Lirio da Serra,18,Jardim das Camelias,Prox e P G Luigi Pirandello,08050-460,São Miguel,"Rua Lirio da Serra, 18, Jardim das Camelias","Rua Lirio da Serra, 18, Jardim das Camelias, São Paulo - SP, 08050-460",,,
5106-3,Quinta Feira,Tradicional,Avenida,Da Justica,3,Vila Rui Barbosa,Av 24 de Fevereiro,03734-140,Penha,"Avenida Da Justica, 3, Vila Rui Barbosa","Avenida Da Justica, 3, Vila Rui Barbosa, São Paulo - SP, 03734-140",,,
5108-0,Quinta Feira,Tradicional,Rua,Rosalia de Castro,559,Vila Campestre,Tv Rua Princepe de Asturias,04330-100,Jabaquara,"Rua Rosalia de Castro, 559, Vila Campestre","Rua Rosalia de Castro, 559, Vila Campestre, São Paulo - SP, 04330-100",,,
5111-0,Quinta Feira,Tradicional,Rua,Mario Wilches,S/N,Jardim Maria Borba,Parl Es Varginha No Jardim M Borba,04858-390,Parelheiros,"Rua Mario Wilches, Jardim Maria Borba","Rua Mario Wilches, Jardim Maria Borba, São Paulo - SP, 04858-390",,,
5112-8,Quinta Feira,Tradicional,Praça,Bom Pastor,462,Itaquera,Giovani Quadri e Leoncio Gurge,08420-640,Itaquera,"Praça Bom Pastor, 462, Itaquera","Praça Bom Pastor, 462, Itaquera, São Paulo - SP, 08420-640",,,
5116-0,Quinta Feira,Tradicional,Rua,Gaetano Donizetti,S/N,Pq Brasil,Esquina Estrada do Borore,04843-110,Capela do Socorro,"Rua Gaetano Donizetti, Pq Brasil","Rua Gaetano Donizetti, Pq Brasil, São Paulo - SP, 04843-110",,,
5118-7,Quinta Feira,Tradicional,Rua,Aguias Reais,S/N,Jardim Elba,Jardim Elba Vila Prudente,03978-400,Sapopemba,"Rua Aguias Reais, Jardim Elba","Rua Aguias Reais, Jardim Elba, São Paulo - SP, 03978-400",,,
5119-5,Quinta Feira,Tradicional,Rua,Jeronimo Fernandes,S/N,Jardim Guarau,Estr do Jaguare,05549-200,Butantã,"Rua Jeronimo Fernandes, Jardim Guarau","Rua Jeronimo Fernandes, Jardim Guarau, São Paulo - SP, 05549-200",,,
5120-9,Quinta Feira,Tradicional,Avenida,Dos Texteis,S/N,Itaquera,Lindeiro a Essa Avenida,08490-600,Cidade Tiradentes,"Avenida Dos Texteis, Itaquera","Avenida Dos Texteis, Itaquera, São Paulo - SP, 08490-600",,,
5123-3,Quinta Feira,Tradicional,Rua,Caxiu,S/N,Vila Campanela,Rua Joapitanga,08225-330,Itaquera,"Rua Caxiu, Vila Campanela","Rua Caxiu, Vila Campanela, São Paulo - SP, 08225-330",,,
5125-0,Quinta Feira,Tradicional,Rua,Cubas de Mendonca,S/N,Jardim Iguatemi,,08380-180,São Mateus,"Rua Cubas de Mendonca, Jardim Iguatemi","Rua Cubas de Mendonca, Jardim Iguatemi, São Paulo - SP, 08380-180",,,
5129-2,Quinta Feira,Tradicional,Rua,Monsenhor Salim,S/N,Jardim Miliunas,Tv Manoel Lemes Silva,08111-180,Itaim Paulista,"Rua Monsenhor Salim, Jardim Miliunas","Rua Monsenhor Salim, Jardim Miliunas, São Paulo - SP, 08111-180",,,
5130-6,Quinta Feira,Tradicional,Rua,Souza Carvalho,S/N,Jardim Guarani,,02851-030,Freguesia/Brasilândia,"Rua Souza Carvalho, Jardim Guarani","Rua Souza Carvalho, Jardim Guarani, São Paulo - SP, 02851-030",,,
5133-0,Quinta Feira,Tradicional,Avenida,Roland Garros,S/N,Vila Ede,Maj Dantas Cortez/av Piquerobi,02235-000,Vila Maria/Vila Guilherme,"Avenida Roland Garros, Vila Ede","Avenida Roland Garros, Vila Ede, São Paulo - SP, 02235-000",,,
5135-7,Quinta Feira,Tradicional,Rua,Praia de Torres,S/N,Vila Carmosina,Prox Hospital Santa Marcelina,08270-220,Itaquera,"Rua Praia de Torres, Vila Carmosina","Rua Praia de Torres, Vila Carmosina, São Paulo - SP, 08270-220",,,
5137-3,Quinta Feira,Tradicional,Rua,Pio XII,S/N,Bela Vista,Entre Ruas Artur Prado e Marti,01322-030,Sé,"Rua Pio XII, Bela Vista","Rua Pio XII, Bela Vista, São Paulo - SP, 01322-030",,,
5140-3,Quinta Feira,Tradicional,Rua,Alfaro,S/N,Vila Rica,Port 19/94,03911-040,Aricanduva/Formosa/Carrão,"Rua Alfaro, Vila Rica","Rua Alfaro, Vila Rica, São Paulo - SP, 03911-040",,,
5141-1,Quinta Feira,Tradicional,Rua,Joao Barbosa de Lima,S/N,Jardim Robru,,08150-200,Itaim Paulista,"Rua Joao Barbosa de Lima, Jardim Robru","Rua Joao Barbosa de Lima, Jardim Robru, São Paulo - SP, 08150-200",,,
5143-8,Quinta Feira,Tradicional,Avenida,Barao de Monte Mor,S/N,Real Pq Morumbi,,05687-010,Butantã,"Avenida Barao de Monte Mor, Real Pq Morumbi","Avenida Barao de Monte Mor, Real Pq Morumbi, São Paulo - SP, 05687-010",,,
5148-9,Quinta Feira,Tradicional,Avenida,Borboleta Amarela,S/N,Jardim São Martinho,São Miguel,08081-570,São Miguel,"Avenida Borboleta Amarela, Jardim São Martinho","Avenida Borboleta Amarela, Jardim São Martinho, São Paulo - SP, 08081-570",,,
5154-3,Quinta Feira,Tradicional,Rua,Geolandia,S/N,Vila Medeiros,Rua Geolandia,02217-000,Vila Maria/Vila Guilherme,"Rua Geolandia, Vila Medeiros","Rua Geolandia, Vila Medeiros, São Paulo - SP, 02217-000",,,
5158-6,Quinta Feira,Tradicional,Rua,Acaipe,S/N,Burgo Paulista,Rua Republica de San Martim,03682-040,Ermelino Matarazzo,"Rua Acaipe, Burgo Paulista","Rua Acaipe, Burgo Paulista, São Paulo - SP, 03682-040",,,
5160-8,Quinta Feira,Tradicional,Rua,Ideal,S/N,Jardim São Paulo,Ruas Aguanambi,08461-150,Guaianases,"Rua Ideal, Jardim São Paulo","Rua Ideal, Jardim São Paulo, São Paulo - SP, 08461-150",,,
5162-4,Quinta Feira,Tradicional,Rua,Martim Francisco,S/N,Santa Cecilia,Entre Higienopolis e Mq Itu,01226-000,Sé,"Rua Martim Francisco, Santa Cecilia","Rua Martim Francisco, Santa Cecilia, São Paulo - SP, 01226-000",,,
5163-2,Quinta Feira,Tradicional,Rua,Maria Luiza do Val Penteado,S/N,Cidade São Mateus,,03962-040,São Mateus,"Rua Maria Luiza do Val Penteado, Cidade São Mateus","Rua Maria Luiza do Val Penteado, Cidade São Mateus, São Paulo - SP, 03962-040",,,
5164-0,Quinta Feira,Tradicional,Rua,Canal de Tutoia,S/N,Jardim Camargo Novo,,08121-220,Itaim Paulista,"Rua Canal de Tutoia, Jardim Camargo Novo","Rua Canal de Tutoia, Jardim Camargo Novo, São Paulo - SP, 08121-220",,,
5166-7,Quinta Feira,Tradicional,Rua,Jose Pace,S/N,Jardim Avelino,Altura do Numero Um Cinco Seis,0,Vila Prudente,"Rua Jose Pace, Jardim Avelino","Rua Jose Pace, Jardim Avelino, São Paulo - SP",,,
5168-3,Quinta Feira,Tradicional,Rua,Cidade do Rio Pardo,S/N,Vila Andrade,,05727-180,Campo Limpo,"Rua Cidade do Rio Pardo, Vila Andrade","Rua Cidade do Rio Pardo, Vila Andrade, São Paulo - SP, 05727-180",,,
5170-5,Quinta Feira,Tradicional,Avenida,Mariana de Souza Guerra,S/N,Jardim Vila Nova Carrao,,08340-220,São Mateus,"Avenida Mariana de Souza Guerra, Jardim Vila Nova Carrao","Avenida Mariana de Souza Guerra, Jardim Vila Nova Carrao, São Paulo - SP, 08340-220",,,
5171-3,Quinta Feira,Tradicional,Rua,Igupiara,S/N,Jardim Boa Esperanca,,08341-220,São Mateus,"Rua Igupiara, Jardim Boa Esperanca","Rua Igupiara, Jardim Boa Esperanca, São Paulo - SP, 08341-220",,,
5172-1,Quinta Feira,Tradicional,Rua,Venturosa,S/N,Vila Carmosina,Rua Baixada Santista,08295-350,Itaquera,"Rua Venturosa, Vila Carmosina","Rua Venturosa, Vila Carmosina, São Paulo - SP, 08295-350",,,
5181-0,Quinta Feira,Tradicional,Avenida,Santa Monica,S/N,Jardim Santa Monica,Av Doutor Felipe Pinel,05171-000,Pirituba/Jaraguá,"Avenida Santa Monica, Jardim Santa Monica","Avenida Santa Monica, Jardim Santa Monica, São Paulo - SP, 05171-000",,,
5182-9,Quinta Feira,Tradicional,Rua,Ministro Luiz Sparano,S/N,Jardim Santa Adelia,Terminal Rodoviario São Mateus,03970-050,São Mateus,"Rua Ministro Luiz Sparano, Jardim Santa Adelia","Rua Ministro Luiz Sparano, Jardim Santa Adelia, São Paulo - SP, 03970-050",,,
5185-3,Quinta Feira,Noturna,Rua,Iritua,S/N,Vila Caiuba,Cdhu,05202-160,Perus,"Rua Iritua, Vila Caiuba","Rua Iritua, Vila Caiuba, São Paulo - SP, 05202-160",,,
5186-1,Quinta Feira,Tradicional,Rua,Valter Gazarra,S/N,Vila Gomes Cardim,Rua Emilia Marengo,03337-055,Aricanduva/Formosa/Carrão,"Rua Valter Gazarra, Vila Gomes Cardim","Rua Valter Gazarra, Vila Gomes Cardim, São Paulo - SP, 03337-055",,,
5187-0,Quinta Feira,Orgânica,Rua,São Benedito,S/N,Santo Amaro,Rua Alexandre Dumas,04735-003,Santo Amaro,"Rua São Benedito, Santo Amaro","Rua São Benedito, Santo Amaro, São Paulo - SP, 04735-003",,,
5188-8,Quinta Feira,Noturna,Avenida,Ribeirao Itaquera,S/N,Guaianazes,Estrada de Itaquera Guaianazes,08410-310,Guaianases,"Avenida Ribeirao Itaquera, Guaianazes","Avenida Ribeirao Itaquera, Guaianazes, São Paulo - SP, 08410-310",,,
5291-4,Quinta Feira,Tradicional,Praça,Melvim Jones,S/N,Lapa,,05072-040,Lapa,"Praça Melvim Jones, Lapa","Praça Melvim Jones, Lapa, São Paulo - SP, 05072-040",,,
5380-5,Quinta Feira,Tradicional,Avenida,Engenheiro Caetano Alvares,S/N,Santana,Mandaqui,02413-200,Santana/Tucuruvi,"Avenida Engenheiro Caetano Alvares, Santana","Avenida Engenheiro Caetano Alvares, Santana, São Paulo - SP, 02413-200",,,
5381-3,Quinta Feira,Tradicional,Rua,Luisa Todi,S/N,Jardim Irene,Prox a Rua Jose Dentes,05891-280,Campo Limpo,"Rua Luisa Todi, Jardim Irene","Rua Luisa Todi, Jardim Irene, São Paulo - SP, 05891-280",,,
5390-2,Quinta Feira,Tradicional,Praça,Pedro Balint,S/N,Ipiranga,Sacoma,04230-040,Ipiranga,"Praça Pedro Balint, Ipiranga","Praça Pedro Balint, Ipiranga, São Paulo - SP, 04230-040",,,
5401-1,Quinta Feira,Tradicional,Rua,Carlos Albacini,S/N,Jose Bonifacio,Abast,08253-650,Itaquera,"Rua Carlos Albacini, Jose Bonifacio","Rua Carlos Albacini, Jose Bonifacio, São Paulo - SP, 08253-650",,,
5402-0,Quinta Feira,Tradicional,Praça,Flavio Jose Amadeu,S/N,Vila Matilde,,03512-020,Penha,"Praça Flavio Jose Amadeu, Vila Matilde","Praça Flavio Jose Amadeu, Vila Matilde, São Paulo - SP, 03512-020",,,
5408-9,Quinta Feira,Tradicional,Rua,Inacio Preto de Moraes,S/N,Vila Andrade,,05731-340,Campo Limpo,"Rua Inacio Preto de Moraes, Vila Andrade","Rua Inacio Preto de Moraes, Vila Andrade, São Paulo - SP, 05731-340",,,
5413-5,Quinta Feira,Noturna,Praça,Grand Reserva Paulista,S/N,Jardim Iris,,05145-100,Pirituba/Jaraguá,"Praça Grand Reserva Paulista, Jardim Iris","Praça Grand Reserva Paulista, Jardim Iris, São Paulo - SP, 05145-100",,,
5720-7,Quinta Feira,Tradicional,Largo,Dona Ana Rosa,S/N,Vila Mariana,Metro Ana Rosa,04106-090,Vila Mariana,"Largo Dona Ana Rosa, Vila Mariana","Largo Dona Ana Rosa, Vila Mariana, São Paulo - SP, 04106-090",,,
5960-9,Quinta Feira,Tradicional,Rua,Rosa Galvao Trigueirinho,1600,Jurubatuba,,04696-080,Santo Amaro,"Rua Rosa Galvao Trigueirinho, 1600, Jurubatuba","Rua Rosa Galvao Trigueirinho, 1600, Jurubatuba, São Paulo - SP, 04696-080",,,
5978-1,Quinta Feira,Noturna,Rua,Pablo Picasso,S/N,Perdizes,,05033-120,Lapa,"Rua Pablo Picasso, Perdizes","Rua Pablo Picasso, Perdizes, São Paulo - SP, 05033-120",,,
5982-0,Quinta Feira,Noturna,Rua,Frei Anibal Genova,S/N,Cidade Tiradentes,,08490-550,Cidade Tiradentes,"Rua Frei Anibal Genova, Cidade Tiradentes","Rua Frei Anibal Genova, Cidade Tiradentes, São Paulo - SP, 08490-550",,,
6000-3,Sexta Feira,Tradicional,Avenida,Ipiranga,S/N,Se,,01041-000,Sé,"Avenida Ipiranga, Se","Avenida Ipiranga, Se, São Paulo - SP, 01041-000",,,
6001-1,Sexta Feira,Tradicional,Rua,Vitorio Emanuel,312,Cambuci,Tv da Rua Lavapes,01528-030,Sé,"Rua Vitorio Emanuel, 312, Cambuci","Rua Vitorio Emanuel, 312, Cambuci, São Paulo - SP, 01528-030",,,
6002-0,Sexta Feira,Tradicional,Rua,Dom Bosco,75,Cambuci,Baixos Vd Alcantara Machado,03105-020,Sé,"Rua Dom Bosco, 75, Cambuci","Rua Dom Bosco, 75, Cambuci, São Paulo - SP, 03105-020",,,
6003-8,Sexta Feira,Tradicional,Rua,Maria Jose com Fortaleza,S/N,Bela Vista,Tv Av Brigadeiro Luiz Antonio,01324-010,Sé,"Rua Maria Jose com Fortaleza, Bela Vista","Rua Maria Jose, Bela Vista, São Paulo - SP, 01324-010",,,
6004-6,Sexta Feira,Tradicional,Rua,Henrique Dias,S/N,Braz,Mons Andrade e Rodrigue Santos,03009-020,Mooca,"Rua Henrique Dias, Braz","Rua Henrique Dias, Braz, São Paulo - SP, 03009-020",,,
6005-4,Sexta Feira,Tradicional,Rua,Mato Grosso com Para,S/N,Consolacao,Tv da Rua Sergipe,01239-040,Sé,"Rua Mato Grosso com Para, Consolacao","Rua Mato Grosso, Consolacao, São Paulo - SP, 01239-040",,,
6006-2,Sexta Feira,Tradicional,Rua,Capitão Pinto Ferreira com Batataes,S/N,Jardim Paulista,Tv Av Brigadeiro Luiz Antonio,01423-020,Pinheiros,"Rua Capitão Pinto Ferreira com Batataes, Jardim Paulista","Rua Capitão Pinto Ferreira, Jardim Paulista, São Paulo - SP, 01423-020",,,
6007-0,Sexta Feira,Tradicional,Rua,Alcino Braga com Sampaio Viana,219,Paraiso,Esq R Abilio Soares,04004-020,Vila Mariana,"Rua Alcino Braga com Sampaio Viana, 219, Paraiso","Rua Alcino Braga, 219, Paraiso, São Paulo - SP, 04004-020",,,
6008-9,Sexta Feira,Tradicional,Praça,Charles Muller,S/N,Pacaembu,Estadio Mun P.m.carvalho,01234-010,Sé,"Praça Charles Muller, Pacaembu","Praça Charles Muller, Pacaembu, São Paulo - SP, 01234-010",,,
6009-7,Sexta Feira,Tradicional,Rua,Camaragibe com Lopes Chaves,122,Santa Cecilia,Parte R Lopes Chaves,01154-010,Sé,"Rua Camaragibe com Lopes Chaves, 122, Santa Cecilia","Rua Camaragibe, 122, Santa Cecilia, São Paulo - SP, 01154-010",,,
6010-0,Sexta Feira,Tradicional,Rua,Mariz e Barros,316,Aclimacao,Praca São Francisco da Gloria,01545-010,Vila Mariana,"Rua Mariz e Barros, 316, Aclimacao","Rua Mariz e Barros, 316, Aclimacao, São Paulo - SP, 01545-010",,,
6011-9,Sexta Feira,Tradicional,Rua,Costa Aguiar,261,Ipiranga,Fixada,04204-000,Ipiranga,"Rua Costa Aguiar, 261, Ipiranga","Rua Costa Aguiar, 261, Ipiranga, São Paulo - SP, 04204-000",,,
6012-7,Sexta Feira,Tradicional,Rua,Tupiguaes,S/N,Santana,Pronto Socorro de Santana,02022-040,Santana/Tucuruvi,"Rua Tupiguaes, Santana","Rua Tupiguaes, Santana, São Paulo - SP, 02022-040",,,
6013-5,Sexta Feira,Tradicional,Rua,Gandavo com Napoleao de Barros,S/N,Vila Mariana,Vila Clementino,04023-000,Vila Mariana,"Rua Gandavo com Napoleao de Barros, Vila Mariana","Rua Gandavo, Vila Mariana, São Paulo - SP, 04023-000",,,
6014-3,Sexta Feira,Tradicional,Rua,Andarai,755,Vila Maria,Rua Amambai,02117-001,Vila Maria/Vila Guilherme,"Rua Andarai, 755, Vila Maria","Rua Andarai, 755, Vila Maria, São Paulo - SP, 02117-001",,,
6015-1,Sexta Feira,Tradicional,Rua,Caetano Desco,590,Casa Verde,Morro do S,02523-080,Casa Verde/Cachoeirinha,"Rua Caetano Desco, 590, Casa Verde","Rua Caetano Desco, 590, Casa Verde, São Paulo - SP, 02523-080",,,
6016-0,Sexta Feira,Tradicional,Rua,Dom Antonio Alvarenga,S/N,Vila Gumercindo,Proximo Viaduto Santa Cruz,04129-030,Ipiranga,"Rua Dom Antonio Alvarenga, Vila Gumercindo","Rua Dom Antonio Alvarenga, Vila Gumercindo, São Paulo - SP, 04129-030",,,
6017-8,Sexta Feira,Tradicional,Rua,Jose Maria Witaker,S/N,Saude,Al Guatas e Afonso M Fagundes,04057-000,Vila Mariana,"Rua Jose Maria Witaker, Saude","Rua Jose Maria Witaker, Saude, São Paulo - SP, 04057-000",,,
6018-6,Sexta Feira,Tradicional,Rua,Bom Jesus,S/N,Alto da Mooca,Proximo Largo Agua Rasa,03344-000,Mooca,"Rua Bom Jesus, Alto da Mooca","Rua Bom Jesus, Alto da Mooca, São Paulo - SP, 03344-000",,,
6019-4,Sexta Feira,Tradicional,Rua,Antonio Camardo,1625,Tatuape,Itapura e Apucarana,03309-060,Mooca,"Rua Antonio Camardo, 1625, Tatuape","Rua Antonio Camardo, 1625, Tatuape, São Paulo - SP, 03309-060",,,
6020-8,Sexta Feira,Tradicional,Rua,Professor Lourival Gomes Machado,S/N,Vila Santa Terezinha,Rua Alamedo Afonso Shimitd,02021-050,Santana/Tucuruvi,"Rua Professor Lourival Gomes Machado, Vila Santa Terezinha","Rua Professor Lourival Gomes Machado, Vila Santa Terezinha, São Paulo - SP, 02021-050",,,
6021-6,Sexta Feira,Tradicional,Rua,Professor Joaquim Ozorio de Azevedo,S/N,Jardim São Paulo,Av Leoncio de Magalhaes,02039-050,Santana/Tucuruvi,"Rua Professor Joaquim Ozorio de Azevedo, Jardim São Paulo","Rua Professor Joaquim Ozorio de Azevedo, Jardim São Paulo, São Paulo - SP, 02039-050",,,
6023-2,Sexta Feira,Tradicional,Rua,Santo Antonio de Lisboa,543,Vila Ede,Av.ede,02202-120,Vila Maria/Vila Guilherme,"Rua Santo Antonio de Lisboa, 543, Vila Ede","Rua Santo Antonio de Lisboa, 543, Vila Ede, São Paulo - SP, 02202-120",,,
6024-0,Sexta Feira,Tradicional,Rua,Cesar Pena Ramos,592,Casa Verde,Entre Baldoveneti e Capaneo,02563-000,Casa Verde/Cachoeirinha,"Rua Cesar Pena Ramos, 592, Casa Verde","Rua Cesar Pena Ramos, 592, Casa Verde, São Paulo - SP, 02563-000",,,
6025-9,Sexta Feira,Tradicional,Rua,Salvador Caruso,705,Vila Ipojuca,E Felix dos Santos,05054-060,Lapa,"Rua Salvador Caruso, 705, Vila Ipojuca","Rua Salvador Caruso, 705, Vila Ipojuca, São Paulo - SP, 05054-060",,,
6026-7,Sexta Feira,Tradicional,Alameda,Dos Anapurus,S/N,Vila Helena,Esq Rua Chaves,04087-006,Vila Mariana,"Alameda Dos Anapurus, Vila Helena","Alameda Dos Anapurus, Vila Helena, São Paulo - SP, 04087-006",,,
6027-5,Sexta Feira,Tradicional,Rua,Santa Catarina,284,Tatuape,Hospital Municipal do Tatuape,03086-025,Mooca,"Rua Santa Catarina, 284, Tatuape","Rua Santa Catarina, 284, Tatuape, São Paulo - SP, 03086-025",,,
6028-3,Sexta Feira,Tradicional,Rua,Estevao Furquim,428,Nossa Senhora do o,Tv Pedroso Xavier,02733-000,Freguesia/Brasilândia,"Rua Estevao Furquim, 428, Nossa Senhora do o","Rua Estevao Furquim, 428, Nossa Senhora do o, São Paulo - SP, 02733-000",,,
6029-1,Sexta Feira,Tradicional,Praça,Maria Helena Bonelli Palma,143,Vila Rui Barbosa,S/infor,03732-040,Penha,"Praça Maria Helena Bonelli Palma, 143, Vila Rui Barbosa","Praça Maria Helena Bonelli Palma, 143, Vila Rui Barbosa, São Paulo - SP, 03732-040",,,
6030-5,Sexta Feira,Tradicional,Rua,Edgard de Souza,82,Vila Aricanduva,Port 10/94,03502-010,Penha,"Rua Edgard de Souza, 82, Vila Aricanduva","Rua Edgard de Souza, 82, Vila Aricanduva, São Paulo - SP, 03502-010",,,
6033-0,Sexta Feira,Tradicional,Rua,Deodoro de Campos,12,Jabaquara,Esq Rua Tupiritama,04336-010,Jabaquara,"Rua Deodoro de Campos, 12, Jabaquara","Rua Deodoro de Campos, 12, Jabaquara, São Paulo - SP, 04336-010",,,
6034-8,Sexta Feira,Tradicional,Avenida,Gal Francisco Morazan,S/N,Vila Sonia,Proximo Distrito Policial,05626-010,Butantã,"Avenida Gal Francisco Morazan, Vila Sonia","Avenida Gal Francisco Morazan, Vila Sonia, São Paulo - SP, 05626-010",,,
6035-6,Sexta Feira,Tradicional,Rua,Pianco,219,Vila Celeste,Vila Celeste e Vila Prudente,03137-070,Vila Prudente,"Rua Pianco, 219, Vila Celeste","Rua Pianco, 219, Vila Celeste, São Paulo - SP, 03137-070",,,
6036-4,Sexta Feira,Tradicional,Rua,Sinanduva,504,Vila Marieta,Rua das Provincias,03621-010,Penha,"Rua Sinanduva, 504, Vila Marieta","Rua Sinanduva, 504, Vila Marieta, São Paulo - SP, 03621-010",,,
6037-2,Sexta Feira,Tradicional,Rua,Santo Alexandre,S/N,Vila Guilhermina,Rua Lagoa Formosa S/n,03542-100,Penha,"Rua Santo Alexandre, Vila Guilhermina","Rua Santo Alexandre, Vila Guilhermina, São Paulo - SP, 03542-100",,,
6038-0,Sexta Feira,Tradicional,Rua,Inhagapi com Manaias,275,Vila Zelina,Tv Av Zelina,03141-080,Vila Prudente,"Rua Inhagapi com Manaias, 275, Vila Zelina","Rua Inhagapi, 275, Vila Zelina, São Paulo - SP, 03141-080",,,
6039-9,Sexta Feira,Tradicional,Rua,Grecco,S/N,Alto da Mooca,Rua Gomes e 18 de Fevereiro,03373-000,Aricanduva/Formosa/Carrão,"Rua Grecco, Alto da Mooca","Rua Grecco, Alto da Mooca, São Paulo - SP, 03373-000",,,
6040-2,Sexta Feira,Tradicional,Avenida,Maestro Villa Lobos,3881,Tucuruvi,Rua São Frutuoso,02266-000,Santana/Tucuruvi,"Avenida Maestro Villa Lobos, 3881, Tucuruvi","Avenida Maestro Villa Lobos, 3881, Tucuruvi, São Paulo - SP, 02266-000",,,
